Symbol,Company Name,Security Type,Security Price,Market Capitalization,Sector/Industry,Industry,Volume (90 Day Avg),Price Performance (52 Weeks),Total Return (5 Yr Annualized),Standard Deviation (5 Yr Annualized),P/E (Next Year's Estimate),Beta (5 Yr Annualized),Dividend Yield,Shares Outstanding,Institutional Ownership,Beta (10 Yr Annualized),Beta (1 Year Annualized)
MAT,Mattel Inc.,CS,24.86,$8.3B,Consumer Discretionary,Leisure Products,5.27998,-20.72539,3.85579,0.25136,17.58621,0.792055992,6.20915,339.354,95.6292,0.932319548,0.734529862
TRK,Speedway Motorsports Inc,CS,19.47,$802.2M,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.03846,-3.03936,9.05059,0.21949,17.24324,0.793086773,3.08325,41.224,22.2552,1.13992911,1.199693614
MFSF,MutualFirst Financial Inc,CS,23.8,$175.3M,Financials,Banks,0.00569,10.80216,25.60446,0.21457,15.19872,0.793324614,2.02446,7.395,41.8491,0.942838679,0.278295982
CIB,"Bancolombia Sa Bancolombia, Colombia",DR,28.36,$3.3B,--,--,0.47219,-47.68476,-11.4911,0.2591,7.9736,0.793486544,4.27653,113.031,21.2708,1.145695936,1.880368223
VSI,Vitamin Shoppe Inc,CS,30.48,$897.5M,Consumer Discretionary,Specialty Retail,0.38601,-35.12945,0.19582,0.26716,13.45264,0.794952776,,29.121,92.8426,,0.778856796
PSB,PS Business Parks Inc.,CSRT,88.27,$2.4B,Financials,Real Estate Investment Trusts (REITs),0.10161,12.21454,14.41653,0.1845,52.76418,0.795274838,2.71555,27.014,74.699,0.863237411,0.616959494
DYN,Dynegy Inc.,CS,16.12,$1.9B,Utilities,Independent Power and Renew. Elect.Producers,2.79372,-51.73769,-51.90269,0.53448,110.13793,0.796129183,,120.554,98.4859,0.998704031,1.243224067
PDCO,Patterson Companies Inc,CS,45.57,$4.7B,Health Care,Health Care Providers & Services,0.99374,-4.56353,10.49581,0.15429,16.44661,0.796751927,1.93025,103.248,74.2367,0.831174616,0.725151129
AIZ,Assurant Inc.,CS,85.54,$5.6B,Financials,Insurance,0.60313,25.98017,21.64213,0.19059,12.788,0.796885773,2.3488,65.839,95.5072,1.275952228,0.762572138
TCAP,Triangle Capital Corp,CS,22.42,$722.1M,Financials,Capital Markets,0.16047,-1.45521,12.85338,0.24668,9.57155,0.797261215,10.89063,33.321,23.6883,,0.992371745
CCL,Carnival Corp,CS,50.55,$30B,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.06899,15.12681,7.40763,0.21059,15.35952,0.799336552,2.36035,590.11,77.1357,1.305345286,0.941677587
SKM,SK Telecom Co Ltd,DR,22.28,$14.7B,Telecommunication Services,Wireless Telecommunication Services,0.52376,-20.07092,9.73522,0.23429,8.90258,0.799342571,4.18589,653.662,9.9209,0.933796926,0.624398405
BOCH,Bank of Commerce Holdings,CS,7.33,$97.2M,Financials,Banks,0.02063,20.36424,19.82114,0.19983,8.85,0.799847823,1.65062,13.374,27.6285,0.601675733,0.147166991
PFBC,Preferred Bank of Los Angeles,CS,36.37,$479.4M,Financials,Banks,0.05164,38.31811,36.24619,0.30252,15.73864,0.799922111,1.3205,13.188,55.9564,0.662512543,0.824366804
AI,Arlington Asset Investment Corp,CSRT,13.92,$324.7M,Financials,Capital Markets,0.27753,-49.78632,2.96138,0.22042,2.75883,0.800043,17.7305,23.026,44.5692,1.975029018,0.73361935
REGN,Regeneron Pharmaceuticals Inc,CS,544.5,$58.6B,Health Care,Biotechnology,0.86052,35.41266,81.19582,0.43716,37.75052,0.800285521,,104.065,70.9814,1.101575678,1.449657758
DX,Dynex Capital Inc.,CSRT,6.87,$337.3M,Financials,Real Estate Investment Trusts (REITs),0.34615,-20.3252,2.87605,0.1728,7.92102,0.80051157,13.99417,49.169,46.4675,0.48240772,0.537605801
PCOM,Points International Ltd,CS,10.67,$158.1M,Information Technology,Internet Software & Services,0.04044,-23.58631,6.77455,0.45323,17.11443,0.801823006,,15.39,43.9715,,0.759639938
PBCT,People's United Financial Inc,CS,16.75,$5.2B,Financials,Banks,3.68932,12.23118,11.27593,0.15866,17.65079,0.802998875,4.01198,310.233,79.6696,0.392365591,0.716324702
SMG,Scotts Miracle-Gro Company (The),CS,69.8,$4.3B,Materials,Chemicals,0.24169,14.52064,10.21694,0.20021,16.48131,0.803299967,2.6996,61.513,69.9183,0.732751993,0.620435853
CB,Chubb Corp,CS,130.53,$29.7B,Financials,Insurance,1.46389,27.35251,20.76303,0.18915,16.79527,0.804048842,1.74579,227.056,79.6775,0.579479142,0.331318566
EBSB,Meridian Bancorp Inc,CS,14.66,$812.7M,Financials,Thrifts & Mortgage Finance,0.24671,32.61456,27.54706,0.1836,27.39777,0.80433852,0.81301,55.061,68.6027,,0.152588022
SAM,Boston Beer Co Inc. (The),CS,213.26,$2.8B,Consumer Staples,Beverages,0.16366,-17.34196,21.52601,0.31693,26.40043,0.80519427,,12.917,89.3716,0.77543665,0.870298904
BMI,Badger Meter Inc.,CS,60.74,$886.2M,Information Technology,Electronic Equipment Instruments & Components,0.08544,9.15266,8.88199,0.23362,26.2963,0.805249688,1.31019,14.513,84.5725,0.925334181,0.682653765
DPZ,Domino's Pizza Inc,CS,107.43,$5.9B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.55144,16.53974,52.23641,0.24415,26.80501,0.805703761,1.14128,54.647,93.6705,1.077567199,0.619222184
COT,Cott Corp,CS,10.48,$1.2B,Consumer Staples,Beverages,0.72657,57.33533,6.87213,0.29465,33.87097,0.806170838,2.28354,109.69,73.4573,1.914458496,0.807070263
CSFL,CenterState Banks Inc,CS,15.94,$731.6M,Financials,Banks,0.24568,40.03481,19.39295,0.24079,15.47206,0.806792451,0.4972,45.469,74.8849,0.473965348,0.738278468
ATVI,Activision Blizzard Inc,CS,37.66,$27.2B,Information Technology,Software,9.89412,72.00924,27.52671,0.25238,23.56962,0.806803689,0.61762,731.184,69.6939,0.683120311,0.886547053
AFG,American Financial Group Inc,CS,74,$6.5B,Financials,Insurance,0.30713,24.1069,16.80211,0.12838,13.02453,0.807532018,1.51208,87.349,59.7422,1.03133569,0.665742234
SFNC,Simmons First National Corp,CS,57.66,$1.7B,Financials,Banks,0.15285,38.47269,17.76551,0.23412,16.1959,0.80813612,1.60558,29.94,43.7454,0.518608239,0.638187636
HURN,Huron Consulting Group Inc,CS,58,$1.3B,Industrials,Professional Services,0.25706,-17.82811,19.73406,0.29997,14.51795,0.808899644,,22.934,92.6227,0.86256171,0.536478878
EFX,Equifax Inc.,CS,111.54,$13.3B,Industrials,Professional Services,0.66337,41.55009,28.18608,0.15884,22.72764,0.808957851,1.03276,118.244,85.4619,1.043008599,0.765123407
MDLZ,Mondelez International Inc,CS,43.66,$70.6B,Consumer Staples,Food Products,10.16417,13.89744,20.22495,0.16699,21.74254,0.810083027,1.53084,1589.167,74.7982,0.640458977,0.740999088
INTC,Intel Corp,CS,34.77,$162.6B,Information Technology,Semiconductors & Semiconductor Equipment,30.62384,-7.48993,13.82946,0.215,14.56467,0.810186506,2.78584,4719,64.994,1.049144631,1.185137118
PRCP,Perceptron Inc,CS,7.54,$73.1M,Information Technology,Electronic Equipment Instruments & Components,0.02601,-23.00099,9.71833,0.46361,16.8913,0.811926413,,9.372,71.183,1.16440531,0.169775789
PX,Praxair Inc.,CS,112.81,$32.4B,Materials,Chemicals,1.85377,-12.29597,6.54282,0.12994,18.48888,0.812491527,2.51075,284.846,88.6571,0.839899398,1.084452261
ABC,AmerisourceBergen Corp,CS,98.64,$20.4B,Health Care,Health Care Providers & Services,2.33742,9.87901,27.95112,0.17476,15.00076,0.812918956,1.37388,205.633,85.9722,0.719051528,0.591937645
TEVA,Teva Pharmaceutical Industries Ltd,DR,62.93,$61B,Health Care,Pharmaceuticals,5.23176,11.72329,7.26004,0.21888,10.89427,0.813788414,2.15134,961.22,61.0091,0.38321456,0.618260734
ORRF,Orrstown Financial Services Inc,CS,17.76,$149.4M,Financials,Banks,0.00986,8.17855,-6.47885,0.35622,17.84158,0.815552771,1.77236,8.277,36.9515,0.441142618,0.240455936
MGRC,McGrath RentCorp,CS,29.18,$701.3M,Industrials,Commercial Services & Supplies,0.12295,-19.25193,3.74794,0.236,15.96175,0.817001867,3.40599,23.885,86.6946,1.163507801,0.993546854
HFBC,HopFed Bancorp Inc,CS,11.69,$80.8M,Financials,Thrifts & Mortgage Finance,0.00556,-0.08547,8.19528,0.2176,25.71429,0.817110722,1.36869,6.913,42.5175,0.480711186,0.190984445
EFSC,Enterprise Financial Services Corp,CS,29.3,$591.3M,Financials,Banks,0.08353,54.76939,25.25546,0.24635,15.56144,0.817163504,0.94819,20.023,66.1762,0.821020124,0.631831869
FL,Foot Locker Inc.,CS,64.98,$9.2B,Consumer Discretionary,Specialty Retail,2.20484,15.63973,31.17516,0.2374,13.96501,0.817788072,1.50943,139.382,90.6589,1.005548672,0.183708853
DISH,DISH Network Corp,CS,62.71,$29.2B,Consumer Discretionary,Media,1.43442,-19.38906,30.19506,0.26604,33.35272,0.818281866,,463.235,91.5392,1.321675709,0.937728573
GEL,Genesis Energy LP,UT,39.36,$4.4B,Energy,"Oil, Gas & Consumable Fuels",0.46061,-13.94845,16.13036,0.18863,17.72079,0.818352842,6.44349,109.979,68.7869,0.92558681,0.917963106
CISG,CNinsure Inc,DR,9.05,$527.6M,Financials,Insurance,0.15944,36.51267,-15.78141,0.51086,17.02403,0.818538016,,57.596,11.7373,,-0.148243337
VAR,Varian Medical Systems Inc,CS,80.79,$7.8B,Health Care,Health Care Equipment & Supplies,0.88954,-9.21348,4.28155,0.18907,16.4898,0.819341964,,96.885,92.6958,0.799086657,0.496054348
VFC,V.F. Corp,CS,64.7,$27.9B,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",2.10777,-11.77583,28.09003,0.19734,18.2588,0.819533812,1.95928,426.309,13.3961,0.950566969,0.550655382
ALK,Alaska Air Group Inc.,CS,79.73,$10.1B,Industrials,Airlines,1.37202,41.92171,42.45193,0.27465,11.51104,0.820036293,1.00301,126.129,88.7051,0.626063085,0.415892755
CACB,Cascade Bancorp,CS,6,$436.7M,Financials,Banks,0.08245,20.96774,-4.98987,0.47789,18.34862,0.820047292,,72.779,81.4127,1.4393423,0.818845479
TGP,Teekay LNG Partners LP,UT,22.7,$1.8B,Energy,"Oil, Gas & Consumable Fuels",0.28038,-39.87587,-1.5251,0.2293,10.48454,0.820201039,12.04301,79.514,47.0818,0.43989774,1.460604177
OSIS,OSI Systems Inc,CS,93.63,$1.9B,Information Technology,Electronic Equipment Instruments & Components,0.13346,32.59395,21.21735,0.31874,21.27645,0.822196339,,19.722,93.1511,0.822959961,0.665990529
FAF,First American Financial Corp,CS,39.43,$4.3B,Financials,Insurance,0.79755,23.43018,25.20991,0.21252,14.04087,0.822294411,2.531,108.744,96.0899,,0.420191758
MCHX,Marchex Inc,CS,4.27,$175.8M,Information Technology,Internet Software & Services,0.08525,12.82051,-8.71291,0.51816,30.82707,0.823034819,1.91388,42.065,66.099,1.376198099,1.587790133
HSNI,HSN Inc,CS,49.87,$2.7B,Consumer Discretionary,Internet & Catalog Retail,0.32341,-19.52304,16.8139,0.2388,14.316,0.823096552,2.74725,52.474,61.0102,,0.244190895
WSH,Willis Group Holdings Plc,CS,45.955,$8.3B,Financials,Insurance,0.9909,8.00749,10.68362,0.16935,16.06757,0.823683094,2.68806,180.214,97.1005,0.94482145,0.750082716
RHHBY,Roche Holding AG,DR,33.535,$185.2B,Health Care,Pharmaceuticals,1.22396,-10.47848,18.04351,0.17724,16.67839,0.824089013,2.99754,5530.132,0.5619,-0.002160827,0.44893471
CALM,Cal Maine Foods Inc,CS,54.47,$2.7B,Consumer Staples,Food Products,0.86615,33.77151,33.01289,0.2704,8.12209,0.825697274,3.73861,48.498,74.1937,0.577525415,0.784856253
CRWS,Crown Crafts Inc,CS,8.65,$84.8M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.01596,14.59459,17.11405,0.25122,12.12676,0.825811595,3.77358,9.997,47.2583,0.606837705,0.221231619
AAP,Advance Auto Parts Inc.,CS,162.73,$12.1B,Consumer Discretionary,Specialty Retail,1.01801,13.12882,20.01497,0.24346,17.85142,0.825855006,0.1456,73.237,94.9303,0.622928639,0.453554186
NOC,Northrop Grumman Corp,CS,186.36,$34.4B,Industrials,Aerospace & Defense,1.18405,33.19901,32.4222,0.17413,18.02622,0.82613073,1.69842,182.383,83.2948,1.031989044,1.117990971
TECD,Tech Data Corp,CS,67.61,$2.5B,Information Technology,Electronic Equipment Instruments & Components,0.50054,13.39243,9.08562,0.21223,11.96374,0.827127552,,35.323,93.3967,1.240147664,0.882108387
MHLD,Maiden Holdings Ltd,CS,15.42,$1.1B,Financials,Insurance,0.36297,16.49096,19.47453,0.26581,7.615,0.827522673,3.36134,73.691,71.2087,,0.699721312
MKL,Markel Corp,CS,905.17,$12.8B,Financials,Insurance,0.05211,31.93735,20.94338,0.16259,35.31008,0.827851228,,13.95,76.1239,0.698827355,0.608147667
FLIC,First of Long Island Corp (The),CS,31.38,$447.8M,Financials,Banks,0.02397,20.81431,16.97918,0.21252,15.26136,0.828050874,2.51969,14.104,40.7149,0.547361047,0.902293661
EEQ,Enbridge Energy Management LLC,CS,24.9,$1.8B,Energy,"Oil, Gas & Consumable Fuels",0.26535,-30.99437,2.34237,0.20887,20.31122,0.82842459,,73.286,70.9705,0.748805205,0.952452329
CENT,Central Garden & Pet Co,CS,14.77,$207.1M,Consumer Staples,Household Products,0.169,102.51989,11.27643,0.36646,18.64634,0.828526166,,13.561,71.1106,1.068463009,-0.173935884
TRIB,Trinity Biotech PLC,DR,11.95,$283.1M,Health Care,Health Care Equipment & Supplies,0.15863,-29.05526,9.43285,0.27773,24.51417,0.828674271,1.84255,23.714,78.0594,1.36948774,0.568810607
EXR,Extra Space Storage Inc,CSRT,83.765,$10.4B,Financials,Real Estate Investment Trusts (REITs),0.96777,41.55844,43.08144,0.20681,38.80259,0.828993046,2.81187,123.457,97.523,1.184026177,0.49858202
NPBC,National Penn Bancshares Inc,CS,12.49,$1.8B,Financials,Banks,1.4086,20.07685,16.62524,0.19751,15.37037,0.829683928,3.52,140.302,70.3651,0.737508385,0.192784908
NWY,New York & Co Inc,CS,2.19,$141.9M,Consumer Discretionary,Specialty Retail,0.07724,-21.98582,-8.81583,0.48698,9.27039,0.829967209,,64.484,38.3023,2.179477375,-0.740130721
SSS,Sovran Self Storage Inc.,CSRT,100.49,$3.7B,Financials,Real Estate Investment Trusts (REITs),0.31075,18.2734,27.21073,0.20978,28.24336,0.830152399,3.36734,36.168,89.8919,0.989685084,0.472929099
GPC,Genuine Parts Co,CS,90.63,$13.7B,Consumer Discretionary,Distributors,0.73095,-10.76198,16.74228,0.16074,18.4154,0.831375821,2.70687,150.763,73.0662,0.765128673,1.078708101
WST,West Pharmaceutical Services Inc.,CS,63.02,$4.6B,Health Care,Health Care Equipment & Supplies,0.28864,23.06659,28.73153,0.20633,29.35856,0.831648065,0.74848,72.088,92.94,0.847297545,0.837349284
EGOV,NIC Inc,CS,20.41,$1.3B,Information Technology,Internet Software & Services,0.2056,15.87971,22.66127,0.27742,29.69521,0.831663667,,65.619,87.5937,0.80550691,0.857713918
FRPH,FRP Holdings Inc,CS,30.99,$303.4M,Financials,Real Estate Management & Development,0.00708,7.37272,5.88147,0.31584,30.05714,0.832177073,,9.78,46.2182,0.62449971,0.766741042
TXRH,Texas Roadhouse Inc,CS,35,$2.5B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.69164,11.95584,18.24179,0.21691,21.16279,0.832719745,1.91603,70.144,89.4005,0.95188609,0.476785217
CRAI,CRA International Inc,CS,22.75,$210.8M,Industrials,Professional Services,0.04523,-23.59441,1.85095,0.31287,14.55728,0.832829571,,8.968,88.5996,0.787726121,0.492853878
MASI,Masimo Corp,CS,41.45,$2.1B,Health Care,Health Care Equipment & Supplies,0.35766,60.48357,7.6,0.26937,25.24208,0.833682825,,50.288,79.8197,,0.714246574
NEU,NewMarket Corp,CS,411.71,$4.8B,Materials,Chemicals,0.06103,1.74811,29.86218,0.26012,21.50905,0.833949888,1.38634,11.986,60.0939,1.466826869,0.646886528
ADP,Automatic Data Processing Inc.,CS,86.29,$40B,Information Technology,IT Services,2.03919,2.15649,23.74566,0.1347,23.37918,0.833954049,2.26093,461.207,77.5254,0.69629276,1.056162378
DWA,DreamWorks Animation Inc,CS,24.63,$2.1B,Consumer Discretionary,Media,0.80053,3.52201,-4.95333,0.39078,31.4196,0.834036154,,85.949,92.5463,1.053341177,0.883874036
MRVL,Marvell Technology Group Ltd,CS,8.86,$4.5B,Information Technology,Semiconductors & Semiconductor Equipment,7.70523,-39.0014,-13.57388,0.29371,11.78918,0.834211371,2.74757,517.6,72.585,1.224242114,0.613037877
PCCC,PC Connection Inc,CS,22.3,$583.4M,Information Technology,Electronic Equipment Instruments & Components,0.04394,-3.20316,22.09451,0.34275,12.32053,0.834540244,,26.444,39.1806,1.100229095,0.67814922
DCI,Donaldson Co Inc.,CS,31.4,$4.2B,Industrials,Machinery,0.74328,-20.87525,4.25645,0.19721,18.23768,0.834567675,2.16147,132.68,80.1244,1.062300009,1.090852706
SAFT,Safety Insurance Group Inc,CS,56,$847.8M,Financials,Insurance,0.06406,-6.81818,8.99286,0.17219,15.23243,0.834940712,4.98487,15.093,80.561,0.593362336,0.418925636
CAC,Camden National Corp,CS,44.88,$458.7M,Financials,Banks,0.02079,21.65088,7.69029,0.22583,12.19231,0.834970876,2.66963,10.204,40.455,0.88151101,0.481872431
WERN,Werner Enterprises Inc.,CS,26.96,$2B,Industrials,Road & Rail,0.74174,-9.34881,8.12617,0.21041,15.49721,0.835060125,0.85349,71.893,61.0567,0.690723731,1.096676404
YUM,YUM! Brands Inc.,CS,72.51,$31.5B,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.8039,-4.93811,10.02197,0.20569,20.40765,0.835507211,2.52193,431.242,77.5663,0.954386672,0.516642215
TCX,Tucows Inc,CS,23.83,$261.5M,Information Technology,Internet Software & Services,0.11071,38.28701,55.05756,0.50933,17.81752,0.83595304,,10.727,32.8766,0.742183201,0.6965651
GEO,GEO Group Inc (The),CSRT,29.31,$2.2B,Financials,Real Estate Investment Trusts (REITs),0.53186,-27.32615,12.08428,0.23516,13.65854,0.835964485,8.76011,74.656,92.4554,0.901253476,0.811985488
FLIR,FLIR Systems Inc,CS,30.56,$4.2B,Information Technology,Electronic Equipment Instruments & Components,1.06095,-4.75142,3.20554,0.23011,17.44669,0.836795762,1.45358,138.134,92.1712,0.849103279,0.812425627
SBH,Sally Beauty Holdings Inc,CS,25.8675,$4B,Consumer Discretionary,Specialty Retail,2.28892,-15.14957,13.93512,0.23045,13.99469,0.837356678,,151.857,91.3975,,0.357828905
AAPL,Apple Inc,CS,118.3,$656.8B,Information Technology,"Technology Hardware, Storage & Peripherals",55.37593,-0.94173,22.82136,0.23733,10.91339,0.837772386,1.76555,5575.331,57.7709,1.227866173,1.24520029
RBA,Ritchie Bros Auctioneers Inc,CS,26.79,$2.9B,Industrials,Commercial Services & Supplies,0.77107,1.09848,8.36181,0.24164,21.06551,0.8378921,2.3979,107.168,95.0747,1.001847222,0.877697982
CHDN,Churchill Downs Inc,CS,146.95,$2.6B,Consumer Discretionary,"Hotels, Restaurants & Leisure",0.06962,51.94738,31.69513,0.19943,24.51812,0.838723476,0.68171,17.573,56.4095,1.054779877,0.435641958
UCBI,United Community Banks Inc,CS,20.88,$1.5B,Financials,Banks,0.3202,16.34456,24.56479,0.45783,14.7195,0.838771633,1.13906,71.479,92.3895,1.087234915,0.764847517
WFD,Westfield Financial Inc,CS,8.0497,$148.4M,Financials,Thrifts & Mortgage Finance,0.02102,10.36426,4.20449,0.15815,18.38636,0.838861606,1.48337,18.35,49.842,0.438155899,0.065448119
EEP,Enbridge Energy Partners LP,UT,24.86,$8.5B,Energy,"Oil, Gas & Consumable Fuels",0.98174,-37.00508,2.93583,0.21206,21.02954,0.839761936,9.39565,341.776,50.7718,0.663097443,0.898388568
PRI,Primerica Inc,CS,51.22,$2.5B,Financials,Insurance,0.42472,-2.96338,19.41002,0.18388,12.26705,0.840634289,1.24489,48.362,86.6731,,0.993507967
WPZ,Williams Partners LP,UT,27.44,$16.7B,Energy,"Oil, Gas & Consumable Fuels",2.12993,-55.23574,5.99835,0.24622,19.14324,0.840715425,12.23462,601.163,33.1209,,0.783423783
CHKE,Cherokee Inc,CS,19.11,$170.7M,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",0.09154,10.24198,2.23464,0.3159,14.79214,0.840947814,,8.713,79.32,1.025063441,-0.361834243
BWINB,Baldwin & Lyons Inc,CL,23.44,$290.7M,Financials,Insurance,0.01584,-9.45946,5.07708,0.17663,13.79412,0.841022316,4.26439,12.398,53.3405,0.763312566,0.609885348
MATW,Matthews International Corp,CS,59.8,$2B,Industrials,Commercial Services & Supplies,0.12209,27.95426,14.09092,0.18931,15.96046,0.841136686,0.99305,32.882,75.936,0.67716164,0.852028183
HXL,Hexcel Corp,CS,47.09,$4.5B,Industrials,Aerospace & Defense,0.74798,7.79607,22.72089,0.2039,18.30078,0.841737338,0.84836,94.488,96.9824,1.495347327,1.103580319
CHTR,Charter Communications Inc,CS,187.36,$21B,Consumer Discretionary,Media,1.51082,11.41922,39.93123,0.2533,142.38783,0.842254198,,112.247,94.214,,0.709481818
GBLI,Global Indemnity Plc,CS,29.33,$760.4M,Financials,Insurance,0.02011,6.37149,8.90431,0.23847,24.575,0.842378753,,25.733,58.7182,0.806038062,0.433695607
GME,GameStop Corp.,CS,35.04,$3.8B,Consumer Discretionary,Specialty Retail,1.97713,-4.76065,15.19655,0.36593,8.54533,0.842822901,3.99889,105.489,95.1326,1.035085737,1.08255685
KT,Kt Corp,DR,13.3,$6.3B,Telecommunication Services,Diversified Telecommunication Services,0.35291,-14.31412,-6.29486,0.21744,11.53571,0.843777679,,489.7,6.9486,0.881629513,0.736524341
RYAAY,Ryanair Holdings PLC,DR,76.89,$20.5B,Industrials,Airlines,0.3996,27.45857,22.81053,0.23491,13.03958,0.843854351,,263.864,40.2167,0.56500637,0.342978103
TFSL,TFS Financial Corp,CS,18.77,$5.5B,Financials,Thrifts & Mortgage Finance,0.30694,24.14474,19.71533,0.18804,70.9434,0.843859548,2.11977,289.902,13.0284,,0.2937576
MED,Medifast Inc.,CS,30.32,$374.4M,Consumer Staples,Personal Products,0.11849,7.4224,5.76342,0.41889,16.81794,0.844512981,,11.759,80.3784,1.621696098,0.917854683
DRAD,Digirad Corp,CS,5.84,$110.5M,Health Care,Health Care Providers & Services,0.06464,53.78378,24.89392,0.41259,17.20588,0.844914629,3.51494,19.416,60.3518,0.875732543,0.81832634
CCNE,CNB Financial Corp/PA,CS,18.69,$270.1M,Financials,Banks,0.01702,2.85244,10.09761,0.21464,12.09677,0.845484757,3.52,14.407,32.6056,0.708366481,0.524773113
MLI,Mueller Industries Inc.,CS,31.45,$1.8B,Industrials,Machinery,0.18442,-4.60705,16.67328,0.22518,13.12083,0.846075988,0.94697,57.158,91.3479,0.953296308,0.793136283
JW/A,John Wiley & Sons Inc.,CL,51.57,$2.6B,Consumer Discretionary,Media,0.19221,-11.19879,6.75009,0.17664,15.769,0.846662277,2.26886,49.071,83.1971,0.810742773,0.650985054
SQI,SciQuest Inc,CS,12.91,$356.6M,Information Technology,Internet Software & Services,0.19277,-15.93443,-0.27847,0.36313,38.61446,0.846669999,,27.816,90.8185,,1.3174364
OMCL,Omnicell Inc,CS,30.16,$1.1B,Health Care,Health Care Technology,0.25438,-7.44186,17.25067,0.24293,18.70522,0.846772739,,35.428,93.2166,0.960874785,0.932320683
CNK,Cinemark Holdings Inc,CS,34.715,$4.1B,Consumer Discretionary,Media,0.75123,-2.48002,18.22768,0.21719,16.5309,0.846836347,2.82566,115.928,86.9349,,0.600953771
ATR,AptarGroup Inc.,CS,74.48,$4.7B,Materials,Containers & Packaging,0.29941,14.88743,11.99166,0.14815,22.99447,0.848126345,1.59979,62.447,88.6096,0.886391296,0.692690221
MOFG,MidWestOne Financial Group Inc,CS,32.03,$362.1M,Financials,Banks,0.01267,14.95293,18.90705,0.20856,11.12084,0.84885716,1.88976,11.406,20.4241,,0.590398147
BAP,Credicorp Ltd,CS,105.62,$8.5B,Financials,Banks,0.41333,-37.28804,-0.96038,0.23827,8.51301,0.848920769,2.06077,79.76,64.2748,1.150467418,1.215904258
CUBE,CubeSmart,CSRT,29.1,$5.1B,Financials,Real Estate Investment Trusts (REITs),1.53882,35.7573,32.01831,0.22824,74.01515,0.849722389,2.18356,172.527,98.2971,1.435129146,0.514117006
UBA,Urstadt Biddle Properties Inc.,CSRT,20.01,$538.6M,Financials,Real Estate Investment Trusts (REITs),0.08435,-8.0163,6.83507,0.16966,32.80328,0.849974349,5.02216,26.52,78.1987,0.676199637,0.512290311
LPNT,LifePoint Health Inc,CS,71.61,$3.2B,Health Care,Health Care Providers & Services,0.46024,5.71512,14.86667,0.22398,16.80417,0.851089691,,43.525,96.2035,1.03045832,0.579800905
OTTR,Otter Tail Corp,CS,26.62,$1B,Utilities,Electric Utilities,0.08149,-9.28645,10.29961,0.20784,15.38372,0.851661118,4.62928,37.744,32.9515,1.056844536,0.623614489
WFM,Whole Foods Market Inc,CS,29.15,$10B,Consumer Staples,Food & Staples Retailing,6.29667,-39.18528,5.97498,0.28186,18.04294,0.852459289,1.76811,341.268,82.4985,1.002857999,0.636935873
CMP,Compass Minerals International Inc.,CS,84.15,$2.8B,Materials,Metals & Mining,0.24752,-6.15229,3.20909,0.19756,15.42468,0.853549277,3.16395,33.702,93.7607,0.421581966,0.725014603
THG,Hanover Insurance Group Inc (The),CS,84.6,$3.7B,Financials,Insurance,0.25893,18.13233,16.0843,0.18668,13.34813,0.853553713,1.93785,43.247,84.5734,0.679256736,0.621383111
OMI,Owens & Minor Inc.,CS,38.49,$2.5B,Health Care,Health Care Providers & Services,0.63133,14.06022,9.40643,0.1705,18.65087,0.853706849,2.58842,62.885,91.1377,0.554674836,0.966677627
DAL,Delta Air Lines Inc.,CS,46.46,$37.1B,Industrials,Airlines,9.04489,1.00707,27.79344,0.32172,8.20825,0.854507709,1.14552,786.474,86.3461,,0.926440467
IHS,IHS Inc,CS,123.27,$8.3B,Industrials,Professional Services,0.25176,-0.13882,10.88508,0.2102,18.98324,0.854621699,,68.179,96.5825,,0.995511474
EPR,EPR Properties,CSRT,55.99,$3.4B,Financials,Real Estate Investment Trusts (REITs),0.30455,0.05334,10.61824,0.19022,18.31706,0.855038855,6.45104,59.754,92.8414,1.473079077,0.559803492
SHPG,Shire PLC,DR,208.36,$41.5B,Health Care,Pharmaceuticals,0.94325,-2.07577,23.96473,0.29719,16.18586,0.855253422,0.33222,197.363,22.5497,0.915595705,1.145859445
PNTR,Pointer Telocation Ltd,CS,6.26,$50.4M,Industrials,Commercial Services & Supplies,0.00743,-22.94887,-1.16207,0.48129,8.52632,0.855421316,,7.784,7.3815,0.852624251,0.326590446
EPC,Edgewell Personal Care Co,CS,80.46,$5.1B,Consumer Staples,Personal Products,0.62931,-14.14087,9.59331,0.21087,22.52048,0.856104181,2.42777,62.193,85.5818,1.234964387,1.179042344
ENSG,Ensign Group Inc (The),CS,47.54,$1.2B,Health Care,Health Care Providers & Services,0.15145,19.02976,36.43397,0.28188,16.2015,0.856227394,0.63025,25.653,82.6,,0.29977621
TAP,Molson Coors Brewing Co,CS,92.035,$15.2B,Consumer Staples,Beverages,2.80791,22.05229,16.87282,0.20302,23.75449,0.857506341,1.75645,162.903,83.2169,0.797580781,0.472407967
