Symbol,Sector,Perf_5Year,SD_5Year,Beta_5Year,Beta_10Year
FFBC,Financials,9.13518,0.20207,1.174526265,0.961840071
EL,Consumer Staples,18.94148,0.22836,1.174838875,1.21139595
ADI,Information Technology,14.19865,0.19332,1.175881768,1.094430155
UFI,Consumer Discretionary,15.61997,0.34907,1.176949893,1.607618885
KIM,Financials,14.19463,0.22174,1.177168232,1.61719509
MYE,Materials,12.1667,0.33274,1.177483489,2.076180199
PCTI,Information Technology,-2.92667,0.29736,1.17756515,1.257147114
TCBI,Financials,26.20928,0.26945,1.177581701,1.024449127
SLM,Financials,5.11544,0.24446,1.177840046,1.317126381
RENT,Consumer Discretionary,13.52886,0.53123,1.1778701,1.052077183
AON,Financials,19.77579,0.18465,1.178332816,0.720677159
EXAC,Health Care,-0.40551,0.26484,1.178694757,0.790266477
VRA,Consumer Discretionary,-17.54509,0.39278,1.178722613,
AOS,Industrials,35.7633,0.23719,1.179420481,0.940525674
TXN,Information Technology,15.03728,0.19958,1.179440886,1.117869363
CFNL,Financials,20.49061,0.24265,1.179760148,1.063255317
EZPW,Financials,-25.9158,0.34326,1.180348116,0.913347866
NTRS,Financials,10.79314,0.18272,1.18050488,0.890843557
BEAT,Health Care,24.88419,0.72628,1.180874706,
ADM,Consumer Staples,6.90055,0.25784,1.180989539,0.500743425
DISCB,Consumer Discretionary,7.57322,0.28045,1.181268308,1.166720247
HAS,Consumer Discretionary,13.04757,0.22038,1.181801978,1.014741181
MYRG,Industrials,6.65759,0.30946,1.183120973,
VIVO,Health Care,1.1911,0.26971,1.184364354,0.82503111
FBNC,Financials,9.11087,0.30115,1.184407919,0.965074734
PRXL,Health Care,28.92327,0.29728,1.184600168,1.101744699
TESS,Information Technology,10.13305,0.44353,1.185341524,1.091237048
NANO,Information Technology,5.85888,0.35644,1.185988172,1.710107006
DEG,Consumer Staples,10.95367,0.26668,1.186167987,0.858109483
ALG,Industrials,17.80645,0.32305,1.186620524,1.212605141
JBL,Information Technology,13.52783,0.31023,1.186625762,1.819690519
NSC,Industrials,12.18546,0.22944,1.186814069,1.091054897
OLN,Materials,7.16288,0.29152,1.186987809,1.238449643
OTEX,Information Technology,18.32425,0.28801,1.187164843,0.874376241
APH,Information Technology,17.52687,0.18592,1.188552872,1.314051644
AEIS,Information Technology,19.80577,0.37126,1.188953389,1.7083209
ACOR,Health Care,7.28436,0.4019,1.189292737,
KNL,Industrials,10.40197,0.28275,1.190533437,1.083005591
CUI,Information Technology,-5.28553,0.53027,1.190831456,1.499261599
OZRK,Financials,43.63541,0.25866,1.191119729,0.865138785
LNN,Industrials,3.77517,0.26304,1.192086435,1.344374071
PMCS,Information Technology,9.63546,0.45096,1.193504169,1.547546157
GLP,Energy,7.11452,0.36049,1.193533796,0.636125832
TCB,Financials,4.26935,0.20957,1.193681487,0.738276524
CAL,Consumer Discretionary,18.04482,0.399,1.194181755,1.886898118
ITW,Industrials,17.38081,0.19395,1.194219764,1.110172697
HELE,Consumer Discretionary,34.15047,0.28999,1.19477456,1.444434125
BREW,Consumer Staples,6.65738,0.37741,1.194899941,0.8855283
KEP,Utilities,12.24471,0.31479,1.195518931,1.316243892
HON,Industrials,18.35817,0.16608,1.196001587,1.302403416
RPM,Materials,21.14475,0.18785,1.196493104,1.323842901
SMI,Information Technology,7.46966,0.38889,1.197180751,1.545318581
MNI,Consumer Discretionary,-13.11034,0.83817,1.198205733,2.555590394
GES,Consumer Discretionary,-11.19682,0.30699,1.198396369,1.559342629
CCM,Health Care,-3.70662,0.44127,1.198748141,
ESIO,Information Technology,-15.09997,0.35223,1.199427233,1.286896206
CBB,Telecommunication Services,9.23885,0.34117,1.199454959,1.44193011
RECN,Industrials,3.81961,0.30298,1.199779019,1.095652279
CAE,Industrials,2.24664,0.21814,1.199925493,1.339696138
CPF,Financials,-2.45858,0.28059,1.200184267,0.938379778
SFL,Energy,5.75577,0.30704,1.200358836,1.386413781
RENX,Consumer Discretionary,21.59167,0.19879,1.200363349,0.841620127
CALVF,--,-11.96534,0.57904,1.200366046,1.303377881
SQM,Materials,-17.45187,0.39968,1.201607332,0.683990645
LUX,Consumer Discretionary,21.63515,0.20888,1.202587613,1.294083038
WMMVY,Consumer Staples,1.84836,0.26542,1.203146123,1.194948441
ONB,Financials,11.09495,0.23458,1.203159407,0.966576449
BGG,Industrials,-1.21262,0.25513,1.204100635,1.078544415
HBIO,Health Care,0.02518,0.32048,1.204140745,1.096850253
AF,Financials,7.91497,0.23696,1.204249718,1.049617846
WABC,Financials,2.88899,0.21228,1.204551068,0.756322796
QCOM,Information Technology,-1.4937,0.22928,1.204899084,1.051289133
DL,Consumer Discretionary,33.06264,0.57381,1.205665096,
VISI,Industrials,4.39611,0.3901,1.205782756,1.237936036
ELRC,Information Technology,-1.097,0.27238,1.20590342,1.025624968
TSYS,Information Technology,1.79295,0.43734,1.20600556,1.000592443
BEAV,Industrials,14.50844,0.23045,1.20627292,1.731523579
DHR,Industrials,17.47143,0.17152,1.206697996,0.950073747
ESND,Industrials,4.08902,0.26137,1.207375433,1.378059403
DISCA,Consumer Discretionary,-5.90254,0.26285,1.207536455,1.062647143
AINV,Financials,-0.36953,0.23685,1.208402529,1.592104026
FORM,Information Technology,-1.4229,0.4135,1.20840911,1.269906511
THO,Consumer Discretionary,14.03298,0.28557,1.208462943,1.819427504
RRGB,Consumer Discretionary,29.37929,0.35713,1.208623147,1.4648368
DV,Consumer Discretionary,-11.11664,0.36862,1.208906244,0.709468932
BSET,Consumer Discretionary,58.4718,0.43593,1.20901013,1.854716443
SMTC,Information Technology,-4.24307,0.30407,1.210343513,1.159707434
CMCSA,Consumer Discretionary,27.19973,0.19005,1.210853795,1.043054728
ELY,Consumer Discretionary,6.27235,0.29786,1.21208103,1.264723488
QNST,Information Technology,-23.8365,0.43295,1.21394482,
VECO,Information Technology,-14.33525,0.36474,1.214039794,2.114222325
TMUS,Telecommunication Services,17.65875,0.44354,1.21450023,
OSUR,Health Care,4.35607,0.47197,1.214964153,1.49045904
MSO,Consumer Discretionary,6.28932,0.53802,1.21713831,1.836190032
CCRN,Health Care,19.09111,0.46244,1.218180013,1.199803159
PLOW,Industrials,15.84052,0.25597,1.21854446,
HOLX,Health Care,19.23836,0.25463,1.219859835,1.223116862
GE,Industrials,17.79746,0.19973,1.220697765,1.509845884
NOA,Energy,-24.86972,0.44074,1.221189343,
PRGX,Information Technology,-8.01057,0.33113,1.221292204,1.558422877
APD,Materials,12.92668,0.19267,1.221514791,1.166230409
VNR,Energy,-19.33715,0.32941,1.222172837,
WLDN,Industrials,22.36965,0.62149,1.222911989,
CW,Industrials,18.85174,0.21981,1.223443548,1.265705352
ASNA,Consumer Discretionary,-0.78231,0.33601,1.224166588,1.421277938
DBD,Information Technology,5.13122,0.2702,1.224302403,1.073108333
MAR,Consumer Discretionary,16.32562,0.2093,1.224917254,1.42188183
CLB,Energy,7.50317,0.34022,1.226206634,0.947321933
SYNT,Information Technology,16.18461,0.24576,1.226257433,1.261244634
UMBF,Financials,9.09307,0.24406,1.226618071,0.861398635
LDL,Industrials,38.29831,0.34462,1.226903241,1.472844636
ARTX,Industrials,-0.70347,0.78188,1.227281101,1.64520391
HNT,Health Care,19.19556,0.29587,1.22781062,1.09955186
INDB,Financials,19.26042,0.21085,1.228966257,0.986767283
BLX,Financials,16.28082,0.23563,1.230265801,1.201352426
INT,Energy,8.42852,0.28548,1.230539273,0.709070111
DCOM,Financials,9.66841,0.21319,1.231083322,0.71727476
TCBK,Financials,17.20388,0.23237,1.232515732,0.984666573
PNR,Industrials,13.38967,0.25257,1.23265432,1.146239776
KTEC,Industrials,-6.98022,0.32574,1.233416666,1.028613416
VRNT,Information Technology,7.24116,0.25814,1.233583317,1.837523912
WYN,Consumer Discretionary,23.60956,0.20601,1.235008424,
TTWO,Information Technology,26.31203,0.34813,1.235747011,1.306962837
CPA,Industrials,2.04136,0.34622,1.237974071,
VSAT,Information Technology,8.27282,0.34697,1.237983108,1.20338027
TISA,Information Technology,22.64578,0.59231,1.238376106,0.886138661
DLAKY,--,-6.7312,0.3239,1.23841654,1.395596297
TSRA,Information Technology,12.25244,0.33006,1.238526897,1.366818805
CSCD,Information Technology,32.67032,0.44254,1.238692314,1.123520384
TISI,Industrials,13.90898,0.26378,1.238864076,1.240368092
QVCA,Consumer Discretionary,11.41805,0.19317,1.239168258,
CA,Information Technology,7.06818,0.21475,1.239283802,1.027084421
MATX,Industrials,27.10845,0.28839,1.239499425,1.367904752
MMSI,Health Care,9.96204,0.3856,1.239578081,0.87526762
ABMD,Health Care,48.04484,0.52052,1.239746239,1.098283222
AB,Financials,9.21199,0.28616,1.24086344,1.718043785
NAT,Energy,-2.63852,0.38188,1.241510276,0.933118565
DY,Industrials,46.60216,0.38788,1.241533591,1.995613349
CSWC,Financials,4.7019,0.23488,1.241693127,1.130076854
LNDC,Consumer Staples,15.36897,0.32754,1.242203877,1.013676861
WWD,Industrials,9.02188,0.28352,1.242756969,1.564956589
ACIW,Information Technology,22.29034,0.25158,1.242996138,0.641616451
DO,Energy,-15.23299,0.36812,1.243219937,0.93635048
XCRA,Information Technology,-6.1324,0.48833,1.24324296,2.233326013
SYRG,Energy,40.06365,0.49852,1.243276961,
EOG,Energy,13.74451,0.29134,1.243534285,1.004248666
ST,Industrials,10.35308,0.24499,1.243554585,
MDXG,Health Care,54.86655,0.58174,1.244345025,
CSCO,Information Technology,9.66444,0.2589,1.244378382,1.238627503
AES,Utilities,0.05082,0.22982,1.245765949,1.326072807
INTL,Financials,9.95636,0.32122,1.245932463,1.233250281
SMCI,Information Technology,18.45352,0.41746,1.246066163,
NEOG,Health Care,19.13897,0.31533,1.246098061,0.831883451
TTI,Energy,-3.43464,0.55969,1.246220089,2.148386529
FRME,Financials,27.75404,0.23039,1.246322479,0.833003183
TYC,Industrials,8.78906,0.17313,1.246712632,1.143399788
EGO,Materials,-28.68684,0.47962,1.247731428,0.68673601
ELOS,Health Care,-6.14796,0.35095,1.247819373,1.432729531
GEF,Materials,-7.22517,0.26031,1.248114016,1.2455391
HIBB,Consumer Discretionary,-0.59058,0.27567,1.248872233,1.206532682
EMR,Industrials,0.96016,0.20699,1.248977332,1.203598084
FIBK,Financials,19.98096,0.24076,1.250039885,
AME,Industrials,17.77544,0.21035,1.250928822,1.020758234
RDS/A,Energy,-6.56768,0.20303,1.250987385,1.029977274
NWL,Consumer Discretionary,23.5932,0.21939,1.251198933,1.595573438
STBA,Financials,14.57672,0.24841,1.25146583,0.700276881
WIT,Information Technology,3.12724,0.2982,1.251820817,1.689200786
SWHC,Consumer Discretionary,37.38862,0.51393,1.251830677,1.042607676
JAH,Consumer Discretionary,28.2515,0.21905,1.251974547,1.49717043
CGNT,Health Care,-26.31172,0.49314,1.255059577,1.107937535
SMP,Consumer Discretionary,29.96097,0.36006,1.255206376,2.095732379
DDR,Financials,9.06562,0.20692,1.255666449,2.214083145
LXP,Financials,8.35272,0.22972,1.255896896,1.674424885
INWK,Industrials,5.48853,0.42289,1.257248793,
RDS/B,Energy,1.36203,0.20654,1.257962333,1.037310637
FOX,Consumer Discretionary,20.10676,0.21823,1.258421505,1.408408528
PFS,Financials,12.9106,0.20777,1.259613772,0.988256934
NCIT,Information Technology,-5.11207,0.61201,1.260058154,0.548800576
ERIC,Information Technology,1.51069,0.24505,1.260902067,1.044192257
HIL,Industrials,-8.81752,0.44901,1.261178411,1.92234991
AIRM,Health Care,23.20435,0.3889,1.262252695,1.512646076
PIR,Consumer Discretionary,-5.66683,0.36624,1.262627196,3.69754581
RT,Consumer Discretionary,-15.54937,0.45591,1.263617228,3.159405102
CNA,Financials,10.95826,0.19703,1.265128606,1.754667671
GB,Health Care,20.67133,0.24427,1.265463379,0.746431974
STLY,Consumer Discretionary,-2.75653,0.39677,1.266562382,0.918488784
RGA,Financials,14.62609,0.17559,1.266742355,1.154264226
USNA,Consumer Staples,25.92102,0.46068,1.267044474,0.886407288
SLF,Financials,8.22947,0.24374,1.267830297,1.530081751
WBA,Consumer Staples,21.98026,0.26216,1.267861046,1.051305642
SONC,Consumer Discretionary,26.87859,0.33511,1.268625035,1.399126989
DW,Consumer Discretionary,109.88052,0.25306,1.268743775,1.916349058
CREE,Information Technology,-15.56653,0.4276,1.268991875,1.033739216
IEX,Industrials,17.90725,0.18709,1.269770228,1.308050438
EIG,Financials,12.16246,0.31936,1.269880335,
TEO,Telecommunication Services,-1.8545,0.41948,1.270247874,1.159972951
EHTH,Financials,-3.2695,0.56628,1.270595705,
EXPGY,--,11.95082,0.2197,1.270821474,
GNTX,Consumer Discretionary,11.50337,0.32743,1.270843071,1.345769475
ORA,Utilities,6.90647,0.31632,1.271033962,1.183475876
STN,Industrials,15.30182,0.23546,1.271471218,1.393573609
TRMK,Financials,7.04966,0.22017,1.271482685,0.823960826
GMT,Industrials,9.50127,0.24715,1.274073787,1.416179607
LRCX,Information Technology,11.12748,0.26705,1.274794449,1.390849777
SNX,Information Technology,26.55076,0.28354,1.275440589,1.180942246
CUZ,Financials,7.3853,0.2297,1.277549676,1.488344255
AMED,Health Care,7.53961,0.44514,1.277553895,0.761746846
ORCL,Information Technology,8.51704,0.21556,1.278284626,1.103420568
TBBK,Financials,-2.93942,0.35213,1.278292788,1.444899909
WTW,Consumer Discretionary,-4.49569,0.93847,1.278299699,1.117086196
IMMR,Information Technology,18.74231,0.59409,1.280094614,1.616233039
NCI,Industrials,15.05515,0.30155,1.280698413,0.624329999
ETE,Energy,18.75114,0.26796,1.281006686,
YHOO,Information Technology,14.99579,0.28326,1.281745048,0.988494998
INFY,Information Technology,1.54892,0.32186,1.282940598,1.214943664
PGTI,Industrials,39.68482,0.41997,1.283199269,
KTCC,Information Technology,6.7877,0.53477,1.284887771,1.508635328
LXK,Information Technology,1.98318,0.36779,1.28546348,1.187309352
MIDD,Industrials,32.61324,0.2625,1.285672676,1.534273394
PBI,Industrials,4.63061,0.2898,1.286319144,1.107245739
TROW,Financials,8.48617,0.17645,1.287158868,1.552921498
RSYS,Information Technology,-21.34719,0.53827,1.287168515,0.917199817
CCMP,Information Technology,6.11484,0.28736,1.28729191,1.038923166
RHP,Financials,16.6541,0.29629,1.289238056,2.304332664
FWRD,Industrials,12.72166,0.24469,1.289279121,1.030589601
KLAC,Information Technology,19.93586,0.28073,1.291184078,1.659910872
WOSYY,Industrials,18.58275,0.21423,1.291292934,1.574080201
UMC,Information Technology,-4.73229,0.28535,1.291680309,1.136666911
EXLS,Information Technology,17.73125,0.31851,1.291761279,
PKG,Materials,24.61021,0.22743,1.292247017,1.421846431
GNCMA,Telecommunication Services,13.24134,0.34215,1.292256905,1.075629799
NTWK,Information Technology,-17.18483,0.67073,1.293401739,2.15436624
POWR,Industrials,10.02957,0.60439,1.293555686,1.285670669
PHI,Telecommunication Services,2.448,0.24877,1.29457311,0.822012714
LPL,Information Technology,-8.56943,0.35527,1.294998776,1.328844425
LM,Financials,6.91267,0.22869,1.295141784,1.7658755
RHI,Industrials,14.83433,0.22657,1.296120749,1.126522687
EME,Industrials,14.77648,0.23755,1.296617784,1.581282219
SFLY,Consumer Discretionary,7.2492,0.41487,1.296749404,
NVDA,Information Technology,19.60757,0.3756,1.298502682,1.538715903
FARM,Consumer Staples,11.47003,0.4571,1.298585624,1.008992585
VIAB,Consumer Discretionary,8.17767,0.25335,1.298913435,
AVT,Information Technology,8.53833,0.22478,1.299093774,1.397919305
TK,Energy,0.39822,0.31241,1.299816334,1.047683405
SCCO,Materials,-5.30427,0.28203,1.300568675,1.475631855
BJRI,Consumer Discretionary,4.61293,0.33753,1.301471411,0.829120202
BBRG,Consumer Discretionary,-9.08109,0.28349,1.301696287,
NBBC,Financials,25.84391,0.34593,1.302165646,1.564218508
EXPR,Consumer Discretionary,4.20214,0.42226,1.304114712,
WMB,Energy,20.52048,0.29445,1.304324239,1.197069753
EBS,Health Care,16.12339,0.33652,1.304810554,
ACXM,Information Technology,5.32589,0.31984,1.305147592,1.267207758
FFIN,Financials,20.16236,0.23147,1.305764092,0.665485826
OUTR,Consumer Discretionary,-0.20665,0.39415,1.307282705,0.928633081
CECE,Industrials,11.37829,0.3482,1.307318651,1.361944591
FOXA,Consumer Discretionary,22.49636,0.23449,1.308426271,1.42446102
BSFT,Information Technology,12.45562,0.82844,1.308853954,
F,Consumer Discretionary,1.89446,0.25711,1.309222774,2.043504621
ROK,Industrials,12.20319,0.24783,1.309540209,1.584046293
DNB,Industrials,9.57007,0.22313,1.310582986,0.779073111
SIG,Consumer Discretionary,28.01511,0.27425,1.311270583,2.088733988
KAMN,Industrials,8.91265,0.23189,1.313212193,1.353455697
DAKT,Information Technology,-5.81657,0.38941,1.313388587,1.35618877
UFPI,Industrials,20.19782,0.35974,1.313574504,1.359199929
MUX,Materials,-30.51628,0.7266,1.313591421,0.166948734
MHK,Consumer Discretionary,29.48148,0.24093,1.313721316,1.961196492
FMER,Financials,7.14243,0.24284,1.3141512,0.921226215
FSS,Industrials,22.41667,0.33063,1.314389313,1.446789335
ECA,Energy,-19.52895,0.34366,1.31448629,0.995771388
HTBK,Financials,25.72684,0.25804,1.315539136,1.555520861
CRM,Information Technology,17.33825,0.31007,1.315564275,1.492528197
UGP,Energy,5.5497,0.24775,1.316002057,1.074112402
IMOS,Information Technology,28.47484,0.59677,1.316388316,2.443592482
SIRO,Health Care,23.22948,0.24015,1.316570434,1.463056737
DISCK,Consumer Discretionary,10.04497,0.26525,1.316860791,
OME,Consumer Staples,28.85649,0.54974,1.319007277,1.681604195
AMRC,Industrials,-12.1534,0.36384,1.319161457,
MTZ,Industrials,6.24816,0.37452,1.319207922,1.379731753
IPXL,Health Care,18.40629,0.38708,1.320749116,0.661228109
MSCC,Information Technology,9.55809,0.26992,1.321675634,1.197039244
BDN,Financials,9.54852,0.23264,1.322947517,1.973192829
ANDE,Consumer Staples,9.64395,0.33606,1.32310849,1.427144909
TSU,Telecommunication Services,-9.34686,0.34308,1.323481604,1.166338702
GPX,Industrials,24.13429,0.31346,1.324603904,1.247669969
BT,Telecommunication Services,26.69201,0.20482,1.324813338,1.266821091
CYD,Industrials,-9.00181,0.34537,1.324876777,1.930813102
NCR,Information Technology,13.30733,0.30785,1.32569371,1.363440126
DE,Industrials,3.42159,0.22548,1.325981292,1.441948828
PII,Consumer Discretionary,25.78425,0.27932,1.326735476,1.636621426
PPG,Materials,24.51376,0.21879,1.327819007,1.289901281
SIGI,Financials,18.5954,0.23585,1.328379961,1.046313213
ADTN,Information Technology,-10.96041,0.33156,1.329594193,1.123478737
ESE,Industrials,2.93094,0.23921,1.329936917,1.120537107
NCT,Financials,2.07277,0.40118,1.330526429,2.840408442
BMA,Financials,4.8185,0.55841,1.330663307,
MKSI,Information Technology,14.18806,0.24416,1.331211808,1.232687565
CTS,Information Technology,14.16621,0.28541,1.33153749,1.827611585
PNNT,Financials,-0.03032,0.22253,1.331625545,
RPT,Financials,13.99766,0.24611,1.332021961,1.650889543
ESRX,Health Care,10.30067,0.23176,1.332354058,1.020916961
WMAR,Consumer Discretionary,-0.28145,0.35936,1.332643381,0.729893256
ICL,Materials,-15.17931,0.27797,1.332755528,1.209879137
SNA,Industrials,28.91134,0.19508,1.333237336,1.435069603
HRC,Health Care,6.74653,0.25279,1.333358017,1.285917723
ITG,Financials,6.60435,0.42112,1.333995983,1.160200386
CNMD,Health Care,15.58461,0.24842,1.33402523,1.101611896
FMC,Materials,2.21184,0.24887,1.335026548,1.092369417
CCK,Materials,10.87357,0.21722,1.335787719,0.802599646
HSBC,Financials,-0.01614,0.21723,1.336458725,1.179301865
COHR,Information Technology,10.18027,0.28884,1.337081781,1.064589891
MLHR,Industrials,9.89689,0.28775,1.339127525,1.158947032
NPO,Industrials,6.68305,0.30895,1.33934679,1.360212949
FRED,Consumer Discretionary,7.10438,0.3057,1.340162655,0.980545144
SPLS,Consumer Discretionary,-8.08393,0.32135,1.340691745,0.988389494
COF,Financials,17.25462,0.21993,1.341682023,1.606255474
POL,Materials,24.8596,0.27502,1.342054062,2.197599032
DHT,Energy,-28.359,0.49099,1.342201753,0.921681647
CAB,Consumer Discretionary,16.50336,0.37251,1.343222424,1.193295628
PRAA,Financials,13.43078,0.34419,1.343542387,1.209953955
INGR,Consumer Staples,19.3483,0.21377,1.344126516,1.208445841
TOT,Energy,5.17167,0.23057,1.344743304,1.002043337
ADDYY,Consumer Discretionary,9.80639,0.26029,1.344768552,1.523743676
WOOF,Health Care,20.01698,0.25159,1.34513776,1.029080452
VMC,Materials,22.54372,0.29082,1.34647101,1.321307979
CHSP,Financials,11.79422,0.23752,1.347288226,
GLDD,Industrials,-9.0184,0.41701,1.347318443,
RMTI,Health Care,9.22889,0.76859,1.347460627,0.973136412
EXAR,Information Technology,-1.63973,0.31687,1.348870204,0.810354875
HNI,Industrials,14.77995,0.30691,1.349223017,1.54180327
SPAR,Consumer Discretionary,-5.24673,0.34685,1.349418891,1.713244569
CIR,Industrials,2.95036,0.31728,1.349570336,1.369158486
WSFS,Financials,19.42957,0.2366,1.349860277,1.16900828
RDC,Energy,-7.37623,0.31818,1.35021657,1.508263241
TOL,Consumer Discretionary,16.2458,0.25443,1.350530694,1.114094928
CACI,Information Technology,14.38965,0.28684,1.350592924,0.845908051
ODFL,Industrials,27.274,0.23443,1.35310772,0.834093926
UNTD,Information Technology,-17.35569,0.47633,1.353395536,1.545774193
KSU,Industrials,14.92105,0.25087,1.353635516,1.336671973
DIS,Consumer Discretionary,27.72268,0.20036,1.355138765,1.182875633
TMH,Health Care,30.74876,0.28119,1.355447343,
ALV,Consumer Discretionary,13.72313,0.24566,1.355875575,1.771309812
ARMH,Information Technology,22.56288,0.30443,1.358142548,1.04309572
MON,Materials,11.72102,0.22279,1.359451768,0.952881943
SCSC,Information Technology,5.88572,0.26075,1.35966839,1.275200044
STL,Financials,15.51538,0.26559,1.359675642,0.929819441
FBR,Materials,-0.96067,0.31822,1.360370682,2.287494208
XRAY,Health Care,15.03645,0.20968,1.360844581,1.114264957
ACET,Health Care,33.30513,0.37752,1.360976185,1.16245664
WY,Financials,17.97779,0.23475,1.36141298,1.389680869
STM,Information Technology,0.15842,0.34796,1.365031561,1.638619912
PHH,Financials,-4.26718,0.33925,1.365873432,1.464817391
RMBS,Information Technology,-10.37484,0.48958,1.366034959,1.712035925
DOV,Industrials,8.65475,0.23445,1.367319293,1.295513521
SSD,Industrials,9.36883,0.28516,1.368933561,1.365168612
SEM,Health Care,19.34783,0.35749,1.36901348,
PLAB,Information Technology,11.59022,0.3481,1.369181681,2.594703278
PB,Financials,13.36742,0.2343,1.369462471,0.831371105
VALE,Materials,-31.57728,0.35645,1.370247869,1.482371575
CLGX,Information Technology,15.27366,0.30391,1.37040795,1.025036853
JBT,Industrials,23.35053,0.27054,1.372166998,
MSL,Financials,-2.14976,0.31552,1.373527565,1.078693636
FELE,Industrials,11.56741,0.27492,1.37374896,1.062304138
LMIA,Industrials,-8.11179,0.36984,1.375134686,1.351793377
XRX,Information Technology,0.39821,0.24264,1.375948432,1.530901413
MYL,Health Care,20.54184,0.30864,1.376053261,0.905762693
WRLD,Financials,-2.41532,0.40792,1.378250497,1.523744446
VMW,Information Technology,-5.7126,0.32135,1.378550676,
GPS,Consumer Discretionary,7.91966,0.3074,1.378813911,1.227984336
ACTG,Industrials,-24.30565,0.41358,1.379170117,1.178335604
DRE,Financials,17.61453,0.23509,1.379436808,1.754199389
RTIX,Health Care,8.01532,0.41989,1.379625071,1.618892137
ATU,Industrials,1.12881,0.2568,1.379952504,1.557294841
IR,Industrials,15.49548,0.25255,1.380513344,1.616108631
MANT,Information Technology,-1.18825,0.26283,1.380608484,0.522123105
WU,Information Technology,3.33356,0.25843,1.380680306,
SMRT,Consumer Discretionary,4.58128,0.43635,1.381289671,2.213182959
CHFC,Financials,16.21863,0.24855,1.381320288,0.945940805
WCG,Health Care,24.18461,0.38276,1.382242008,1.746063565
CEQP,Energy,-34.00491,0.39535,1.382648987,0.682919957
STRA,Consumer Discretionary,-14.65584,0.44007,1.382724647,0.774445235
PESI,Industrials,-12.21444,0.5145,1.383765054,1.456790469
LPX,Materials,16.94794,0.40744,1.386058207,2.335720409
MDAS,Health Care,10.22471,0.39864,1.387826831,
CSC,Information Technology,11.06531,,1.388482895,1.141778866
ESV,Energy,-15.93662,0.36263,1.389682666,1.208796043
SAP,Information Technology,12.25564,0.2468,1.389695088,1.17032132
TILE,Industrials,8.36312,0.31452,1.39051709,2.129711179
SALM,Consumer Discretionary,12.84377,0.52133,1.390958181,1.80296448
LRN,Consumer Discretionary,-17.66577,0.51929,1.392300189,
IHG,Consumer Discretionary,17.30956,0.23739,1.392879871,1.539018217
SSI,Consumer Discretionary,-8.46761,0.40652,1.393119788,1.592370911
MGI,Information Technology,-15.40116,0.421,1.393129026,1.383362625
LHO,Financials,7.30405,0.24387,1.393703606,2.34649118
CQP,Energy,12.19102,0.31109,1.394371901,
CDR,Financials,7.94352,0.29602,1.39459099,1.659187399
KCAP,Financials,3.77483,0.29383,1.394617253,
MWA,Industrials,23.04933,0.36958,1.395452886,
REXI,Financials,1.55262,0.30316,1.395620854,1.577307436
KMX,Consumer Discretionary,11.67011,0.30477,1.3964379,1.3461726
NEWS,Financials,2.23185,0.43239,1.396669379,
NFLX,Consumer Discretionary,34.57712,0.72963,1.398128586,0.810257327
PERY,Consumer Discretionary,-3.71384,0.39753,1.399094533,1.882510913
BLK,Financials,20.06448,0.22234,1.399686744,1.536588033
MLM,Materials,15.52524,0.27452,1.400139524,1.119609509
DDC,Materials,-7.6448,0.3751,1.402537255,2.041192959
UACL,Industrials,5.20129,0.35798,1.403374027,0.986755476
VRX,Health Care,27.4876,0.41143,1.403637621,0.925834228
CEO,Energy,-9.76901,0.31658,1.404859759,1.300563283
OII,Energy,6.05727,0.27551,1.405757856,1.449705624
IFNNY,Information Technology,11.71912,0.31702,1.405859916,2.928530416
COWN,Financials,3.67905,0.3143,1.408007221,
XLNX,Information Technology,15.15147,0.24423,1.408035028,1.085383966
MCO,Financials,33.15253,0.23977,1.408647633,1.404148494
JNP,Health Care,4.46174,0.65979,1.409080232,1.125965921
CTSH,Information Technology,14.33783,0.26174,1.409929824,1.170880943
STJ,Health Care,12.29113,0.26096,1.410033378,0.862361835
SFG,Financials,24.49023,0.33191,1.410240578,1.538446347
CMA,Financials,6.63758,0.22659,1.410480448,1.178774379
LFUS,Information Technology,20.13768,0.25172,1.410997081,1.626104839
DTLK,Information Technology,10.24562,0.53635,1.411026589,0.783961508
SPR,Industrials,22.20842,0.3142,1.41114575,
RCKY,Consumer Discretionary,6.65472,0.3938,1.411151271,1.07931644
CPLA,Consumer Discretionary,-2.04852,0.38411,1.41215844,
FITB,Financials,14.37604,0.22185,1.41251138,1.964628425
TWX,Consumer Discretionary,22.04904,0.25044,1.412672095,1.17737996
GBL,Financials,11.38673,0.29766,1.413189112,1.328169737
APA,Energy,-13.66047,0.31885,1.413259568,1.202791286
ADBE,Information Technology,26.26443,0.22592,1.413322089,1.536268461
EEFT,Information Technology,36.26564,0.30717,1.413930966,1.613181688
CRL,Health Care,18.91475,0.26721,1.414079524,1.133180541
CCIH,Information Technology,-22.73454,0.71394,1.414737959,
STO,Energy,-0.58745,0.28206,1.41502992,1.162537167
CVCO,Consumer Discretionary,22.03361,0.38598,1.415113345,1.003002387
SHG,Financials,0.95919,0.28948,1.415774256,1.684936081
UFS,Materials,4.26227,0.30444,1.41656533,2.410142391
RGEN,Health Care,50.10771,0.53186,1.417183703,0.847873773
LII,Industrials,27.99087,0.25997,1.417807547,0.970820952
UNM,Financials,13.33022,0.21325,1.418588688,1.613591881
NSR,Information Technology,-1.09655,0.31701,1.418816458,0.954640078
